jira_id,affected versions,fixed version,commit date,created,resolution date
2016-05-09T07:34:03Z,4f44042cb609d21618e35493ef825eed38dfe880,SYNCOPE-839,2016-05-09T07:34:39.000+0000,[2.0.0-M2],[2.0.0-M3],2016-05-03T12:33:25.000+0000
2016-04-27T09:16:23Z,a8758327731ffc6b30e0fb8246a9f8834e57a1e5,SYNCOPE-837,2016-04-27T09:17:08.000+0000,[2.0.0-M2],[2.0.0-M3],2016-04-27T08:22:28.000+0000
2016-05-05T14:58:22Z,1bebcdad67bc84099da101957aae1cd978b1db8f,SYNCOPE-836,2016-05-05T14:59:06.000+0000,[2.0.0.M5],[2.0.0-M3],2016-04-22T15:44:12.000+0000
2016-04-27T10:45:20Z,826065f0610ea485b6d3bb91634e6e3dcb93e966,SYNCOPE-825,2016-04-27T10:45:52.000+0000,[2.0.0-M2],[2.0.0-M3],2016-04-06T11:58:38.000+0000
2016-04-07T08:56:59Z,f126c48419a2dba75bdd5ef413cc2326dedff442,SYNCOPE-823,2016-04-07T08:57:38.000+0000,[2.0.0-M2],[2.0.0-M3],2016-04-05T14:41:21.000+0000
2016-04-21T16:06:54Z,0139df76876234e593b8592502bcd476db50b407,SYNCOPE-817,2016-04-21T16:08:12.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-29T09:49:56.000+0000
2016-03-29T15:49:07Z,6a432b9a48a07c3a698c3c7c63b7218d8a848606,SYNCOPE-814,2016-03-29T15:56:31.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-24T17:31:24.000+0000
2016-03-25T14:44:12Z,75900f2d8f3e91586b918fd3386784680ef6978f,SYNCOPE-814,2016-03-29T15:56:31.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-24T17:31:24.000+0000
2016-03-24T16:19:54Z,762178b15fb3555c58813ede0caa87d9740f9064,SYNCOPE-813,2016-03-24T16:34:29.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-24T15:02:32.000+0000
2016-03-24T16:19:54Z,d9ec96b7c5d0c0dee206781e2c76f60eedcfe620,SYNCOPE-812,2016-03-24T16:34:52.000+0000,[2.0.0-M1],[2.0.0-M3],2016-03-24T13:46:16.000+0000
2016-03-24T16:19:54Z,6dd1757b3ef536f56016693a320c5898084a9e1e,SYNCOPE-812,2016-03-24T16:34:52.000+0000,[2.0.0-M1],[2.0.0-M3],2016-03-24T13:46:16.000+0000
2016-04-04T11:51:09Z,45bfdf7de9e7d0a17d2d59ce43be05ca3c94b968,SYNCOPE-811,2016-04-04T11:51:47.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-24T12:16:30.000+0000
2016-04-22T09:20:45Z,daecdbbc02f6b9011b8b3e721d6c8ec89abf9169,SYNCOPE-801,2016-04-22T09:22:23.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-23T15:46:39.000+0000
2016-03-29T09:45:44Z,5c4181fcbe77ca2e57654b415ef5777f66f32fcd,SYNCOPE-800,2016-03-29T10:02:44.000+0000,[1.2.7  2.0.0-M1],[1.2.8  2.0.0-M3],2016-03-23T14:37:01.000+0000
2016-05-04T13:49:33Z,5472a323db374e96d1949c5c5ea86431faee7af9,SYNCOPE-799,2016-05-04T13:34:26.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-22T15:12:11.000+0000
2016-05-04T13:34:12Z,94b6a75ffef5c38d6868f58cf10b7928da843c87,SYNCOPE-799,2016-05-04T13:34:26.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-22T15:12:11.000+0000
2016-05-02T15:33:21Z,edb0cb33d4ca6ac6b993dfc2f8ee536752f17e02,SYNCOPE-798,2016-05-02T15:35:26.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-22T15:04:59.000+0000
2016-04-04T12:46:02Z,74e57f1f732728ab0ca622239960207b948fe879,SYNCOPE-793,2016-04-04T12:46:22.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-22T13:42:08.000+0000
2016-04-01T14:33:48Z,e90fa814e8df525d1d4c0323f1f543610c9149d2,SYNCOPE-792,2016-04-01T14:34:24.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-22T13:28:02.000+0000
2016-05-13T15:02:38Z,af21e80106538f12c0c0ed2e2b94bf3344823f9c,SYNCOPE-783,2016-05-13T15:05:22.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-21T13:12:02.000+0000
2016-03-19T11:07:20Z,db624157e24fa58e0c870b8c1fce456e891ad9e7,SYNCOPE-782,2016-03-19T11:08:00.000+0000,[2.0.0-M2],[2.0.0-M2],2016-03-19T10:59:14.000+0000
2016-03-19T10:59:31Z,282a19baac7a21127c6c3c86bed5c8a4e8018aa0,SYNCOPE-782,2016-03-19T11:08:00.000+0000,[2.0.0-M2],[2.0.0-M2],2016-03-19T10:59:14.000+0000
2016-04-20T13:51:29Z,49533dcead2543d298dce9b825c6fb7792c71c12,SYNCOPE-781,2016-04-20T15:30:53.000+0000,[2.0.0-M2],[2.0.0-M3],2016-03-17T15:33:26.000+0000
2016-03-21T13:23:50Z,45c76fb0878f23d95a123185b897deae41c234d4,SYNCOPE-780,2016-03-21T13:26:05.000+0000,[2.0.0-M2],[2.0.0-M2],2016-03-17T13:21:54.000+0000
2016-03-17T08:48:25Z,d72befc59157c17da6d05f67d4c84e233fbb413e,SYNCOPE-776,2016-03-17T08:49:53.000+0000,[2.0.0-M1],[2.0.0-M2],2016-03-14T15:37:14.000+0000
2016-03-09T14:04:15Z,855c909156532b71f5df6fb0cb7266c0cf60c1d4,SYNCOPE-775,2016-03-09T14:14:01.000+0000,[2.0.0-M1],[2.0.0-M2],2016-03-03T12:01:42.000+0000
2016-03-11T16:11:53Z,3c19e35153170af40169fd1d42bcc2551dc73190,SYNCOPE-774,2016-03-11T16:41:13.000+0000,[2.0.0-M2],[2.0.0-M2],2016-03-03T11:17:32.000+0000
2016-02-18T16:09:59Z,757608a7c7577b157aa6f2593a4f1ef782cc2ffd,SYNCOPE-769,2016-02-18T16:10:42.000+0000,[1.2.7  2.0.0-M1],[1.2.8  2.0.0-M2],2016-02-18T15:16:05.000+0000
2016-02-19T15:32:26Z,915f3c325d3dde66f8c8a891b3b0a04a165f7e54,SYNCOPE-768,2016-02-19T15:41:46.000+0000,[1.2.7  2.0.0-M1],[1.2.8  2.0.0-M2],2016-02-18T14:03:18.000+0000
2016-02-02T13:31:13Z,5c53413463eb19c2f7fe128d58bcaebf5de1d57f,SYNCOPE-762,2016-02-02T13:31:51.000+0000,[2.0.0-M1],[2.0.0-M2],2016-01-29T15:03:21.000+0000
2016-01-22T16:44:25Z,95709c9bd23e28e0564f93d663de313c4c35caf1,SYNCOPE-759,2016-01-22T16:45:20.000+0000,[2.0.0-M1],[2.0.0-M2],2016-01-21T11:12:30.000+0000
2016-02-12T15:25:54Z,2b8a6481b3ea229d3c1ba4af88f6fc35fad9ca3e,SYNCOPE-758,2016-02-12T15:27:49.000+0000,[2.0.0-M1],[2.0.0-M2],2016-01-20T14:30:07.000+0000
2016-01-22T16:16:30Z,02abafa83422c5b657129dd587610556a0d8623a,SYNCOPE-756,2016-01-22T16:45:33.000+0000,[2.0.0-M1],[2.0.0-M2],2016-01-04T12:03:17.000+0000
2015-12-11T08:42:22Z,930db341fc53b0c71ada1b9300979cbd8ac791e5,SYNCOPE-741,2015-12-11T08:45:21.000+0000,[1.2.6  2.0.0-M1],[1.2.7  2.0.0-M1],2015-12-09T16:26:29.000+0000
2015-12-07T08:05:55Z,141f96956f35c85543b2cea3ffb728d4dcf7b692,SYNCOPE-739,2015-12-07T08:21:47.000+0000,[1.2.6],[1.2.7  2.0.0-M1],2015-12-03T12:46:38.000+0000
2015-12-07T08:05:55Z,dde2a124c809e5fb97447680192453493faa43a6,SYNCOPE-739,2015-12-07T08:21:47.000+0000,[1.2.6],[1.2.7  2.0.0-M1],2015-12-03T12:46:38.000+0000
2016-09-05T13:41:09Z,35e35661e594900a66a83e8e47e5b010fe26b8a1,SYNCOPE-738,2016-09-05T13:40:44.000+0000,[2.0.0-M1],[2.0.0],2015-12-02T16:15:53.000+0000
2016-09-05T13:40:21Z,a634f7c75a53bf341e6479db44a01927dd1bafdb,SYNCOPE-738,2016-09-05T13:40:44.000+0000,[2.0.0-M1],[2.0.0],2015-12-02T16:15:53.000+0000
2015-12-03T07:45:33Z,18179de19556f4d2235a5264fe40a45dee149f3c,SYNCOPE-738,2016-09-05T13:40:44.000+0000,[2.0.0-M1],[2.0.0],2015-12-02T16:15:53.000+0000
2015-12-02T16:21:03Z,d6c211774586de3f66e6ec3087c8b2f98e0e9a31,SYNCOPE-738,2016-09-05T13:40:44.000+0000,[2.0.0-M1],[2.0.0],2015-12-02T16:15:53.000+0000
2016-04-27T12:25:53Z,b0417d7c3d45f2e0e2752ac4acb26af42f0e6b31,SYNCOPE-737,2016-04-27T12:26:48.000+0000,[2.0.0-M1],[2.0.0-M3],2015-12-01T17:02:10.000+0000
2016-01-14T10:48:57Z,614695f9a8558068f37374f25fc8149243b50cca,SYNCOPE-735,2015-11-25T11:32:02.000+0000,[1.2.6],[1.2.7  2.0.0-M1],2015-11-25T11:06:47.000+0000
2015-11-25T11:25:46Z,e9ff5c73ed144337bf9dc44cbb96bbe01ea3e1d7,SYNCOPE-735,2015-11-25T11:32:02.000+0000,[1.2.6],[1.2.7  2.0.0-M1],2015-11-25T11:06:47.000+0000
2015-11-25T11:08:21Z,5ad760bd5fdeb62bd695fcc6b888ef5e9fa3a8a8,SYNCOPE-735,2015-11-25T11:32:02.000+0000,[1.2.6],[1.2.7  2.0.0-M1],2015-11-25T11:06:47.000+0000
2015-11-27T16:32:11Z,073e29a16c6885163c94d7f5d3a9a5553a3ae231,SYNCOPE-734,2015-11-27T16:35:04.000+0000,[],[],2015-11-23T14:44:33.000+0000
2015-11-25T10:43:30Z,7b1cb89bba9b91df3a9153e9bceec5a53a2deec9,SYNCOPE-733,2015-11-25T10:44:28.000+0000,[2.0.0-M1],[2.0.0-M1],2015-11-23T14:36:58.000+0000
2016-03-15T15:31:16Z,8cee98bc2e6c548558ae71723a714222f0511a31,SYNCOPE-730,2016-03-15T15:32:04.000+0000,[2.0.0-M1],[2.0.0-M2],2015-11-11T08:10:55.000+0000
2015-11-10T18:03:48Z,9da95172a5eadfe9ffcd021ccc4ba8b00a0a9ace,SYNCOPE-729,2015-11-10T18:04:13.000+0000,[1.2.6  2.0.0-M1],[1.2.7  2.0.0-M1],2015-11-10T17:33:41.000+0000
2015-11-10T17:54:51Z,c6e008125fb08e9b939acb73e233742ad0c3824f,SYNCOPE-729,2015-11-10T18:04:13.000+0000,[1.2.6  2.0.0-M1],[1.2.7  2.0.0-M1],2015-11-10T17:33:41.000+0000
2015-10-30T09:04:42Z,381dfde35a27c1d1447ad40941ddabf4dbf9268c,SYNCOPE-717,2015-10-28T13:14:30.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-10-28T13:00:17.000+0000
2015-10-29T09:39:43Z,e486aaf3a1ac1b5a3281a2c93598cc38cca4073e,SYNCOPE-717,2015-10-28T13:14:30.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-10-28T13:00:17.000+0000
2015-10-29T09:19:31Z,d404b400ad4b37d5bb4e2b6aa9f0d9c164822250,SYNCOPE-717,2015-10-28T13:14:30.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-10-28T13:00:17.000+0000
2015-10-28T13:13:40Z,5954e2e7d44878c0f87d594140f6cc42146ad5c3,SYNCOPE-717,2015-10-28T13:14:30.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-10-28T13:00:17.000+0000
2015-10-27T09:09:15Z,893d88901513100e3daf5d4d5b4b47a3f72f9aea,SYNCOPE-716,2015-10-27T09:10:48.000+0000,[1.2.5],[1.2.6],2015-10-27T09:08:46.000+0000
2015-10-19T14:23:08Z,fb577531bd39cb80b8ab81eefc344e04e5672af4,SYNCOPE-712,2015-10-22T12:45:16.000+0000,[1.2.5],[1.2.6],2015-10-19T07:43:21.000+0000
2015-10-15T10:05:33Z,2011671c93ac23a2397bcc8be39a1ca191ed035f,SYNCOPE-710,2015-10-15T10:27:14.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-10-14T15:32:31.000+0000
2015-10-14T15:39:02Z,2524280ebeaff46bc351f4692fb4f966148bc87e,SYNCOPE-710,2015-10-15T10:27:14.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-10-14T15:32:31.000+0000
2015-10-13T14:22:05Z,876fde9aa6abe7501a6cfdd53e32be0828ecdf03,SYNCOPE-707,2015-10-13T14:04:41.000+0000,[1.2.5  2.0.0-M1],[1.2.6  2.0.0-M1],2015-10-13T11:12:42.000+0000
2015-10-13T14:17:45Z,6852628030c6492a85fbaeaa81d9001315f5d985,SYNCOPE-707,2015-10-13T14:04:41.000+0000,[1.2.5  2.0.0-M1],[1.2.6  2.0.0-M1],2015-10-13T11:12:42.000+0000
2015-10-13T13:50:08Z,091b0662c8d77b84bc96e7e4047a36da8c12643b,SYNCOPE-707,2015-10-13T14:04:41.000+0000,[1.2.5  2.0.0-M1],[1.2.6  2.0.0-M1],2015-10-13T11:12:42.000+0000
2015-10-13T13:38:14Z,fcd85f6c4f9225919c1a55e4535cf0c151aab8e9,SYNCOPE-707,2015-10-13T14:04:41.000+0000,[1.2.5  2.0.0-M1],[1.2.6  2.0.0-M1],2015-10-13T11:12:42.000+0000
2015-10-13T07:53:12Z,a3e23c1f175dbdda338c4cf01d8acf6fc3c4f365,SYNCOPE-706,2015-10-13T07:53:52.000+0000,[2.0.0-M1],[2.0.0-M1],2015-10-12T14:06:56.000+0000
2015-10-07T09:53:32Z,4cd1c1ea653d3a3cc23f042825452dc7f735738e,SYNCOPE-703,2015-10-07T09:54:00.000+0000,[2.0.0-M1],[2.0.0-M1],2015-10-07T09:41:59.000+0000
2015-10-06T09:03:56Z,4a57705c3f182e40b4210874d97769939aa94e17,SYNCOPE-702,2015-10-06T09:07:02.000+0000,[],[1.2.6  2.0.0-M1],2015-10-06T08:15:08.000+0000
2015-10-06T09:01:03Z,a1e4daefa809f56023c4e61d3a50ab4681d1a5f0,SYNCOPE-702,2015-10-06T09:07:02.000+0000,[],[1.2.6  2.0.0-M1],2015-10-06T08:15:08.000+0000
2015-09-07T14:37:32Z,76e38c59664f39245e6877c5853f5eae79835af4,SYNCOPE-691,2015-09-07T14:44:35.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-09-07T12:14:39.000+0000
2015-09-07T13:39:01Z,87e75438173ff19b8589af7347bcf0a8b560710b,SYNCOPE-691,2015-09-07T14:44:35.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-09-07T12:14:39.000+0000
2015-09-02T10:51:26Z,8a1abd4e7c8dd70b01dbbc050f6b5fe680ae7554,SYNCOPE-689,2015-09-02T10:56:11.000+0000,[2.0.0-M1],[],2015-08-28T14:26:43.000+0000
2015-08-28T14:27:30Z,9658f8c384543889779cd2c398c8fcc115b43778,SYNCOPE-689,2015-09-02T10:56:11.000+0000,[2.0.0-M1],[],2015-08-28T14:26:43.000+0000
2015-09-04T12:51:28Z,f29fd4eb86d112c724f02d457abec124c46142ae,SYNCOPE-688,2015-09-04T12:52:18.000+0000,[2.0.0-M1],[2.0.0-M1],2015-08-28T11:11:34.000+0000
2015-08-28T11:15:48Z,716e2ed6a0614cf4b9e1882a80b7bb2496b83343,SYNCOPE-688,2015-09-04T12:52:18.000+0000,[2.0.0-M1],[2.0.0-M1],2015-08-28T11:11:34.000+0000
2015-08-28T11:00:35Z,8338f8fa4586f9f87368772ab060c39cd18352df,SYNCOPE-686,2015-08-26T14:54:31.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-08-25T09:17:07.000+0000
2015-08-26T14:53:57Z,054ea9ca212911475b6d8b0bd16011c9f831c980,SYNCOPE-686,2015-08-26T14:54:31.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-08-25T09:17:07.000+0000
2015-08-26T14:26:23Z,a1737d35ad33c426e89a48259f0655ba3736ac6c,SYNCOPE-686,2015-08-26T14:54:31.000+0000,[1.2.5],[1.2.6  2.0.0-M1],2015-08-25T09:17:07.000+0000
2015-07-23T08:55:40Z,fe7fa1324dd1ae2815c0161a0c39cfc4e9c8ba97,SYNCOPE-684,2015-07-23T08:57:48.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-07-23T08:47:24.000+0000
2015-07-23T08:53:04Z,660b0ce88b22152e816b7c7812eb6e1bdfdc496b,SYNCOPE-684,2015-07-23T08:57:48.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-07-23T08:47:24.000+0000
2015-07-13T10:02:23Z,81a66445f1e7db024a602146e9eb51f44752ea64,SYNCOPE-683,2015-07-13T10:51:50.000+0000,[1.2.4],[1.2.5],2015-07-13T09:51:17.000+0000
2015-07-13T09:57:49Z,f5df7f5cb3f5dfde39c90cbb85fe0971345a8728,SYNCOPE-682,2015-07-13T10:51:41.000+0000,[1.2.4],[1.2.5],2015-07-13T09:39:20.000+0000
2015-07-13T09:17:16Z,f45f2d9bf1ff5d7e2eb177fc07660916fbfe4ca6,SYNCOPE-678,2015-07-13T09:18:15.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-07-08T07:39:10.000+0000
2015-07-13T08:47:41Z,73d0975b015308a673767cb5aa890782a75afde5,SYNCOPE-678,2015-07-13T09:18:15.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-07-08T07:39:10.000+0000
2015-07-08T08:00:25Z,22c91a79422831acd8007a2a17c85f7d27c9445c,SYNCOPE-677,2015-07-08T08:01:26.000+0000,[1.2.4],[1.2.5],2015-07-08T07:36:43.000+0000
2015-05-27T10:20:38Z,c608b58540b1f6089e466096522042fd244b5368,SYNCOPE-673,2015-05-27T10:22:38.000+0000,[1.2.2  1.2.3  1.2.4],[1.2.5  2.0.0-M1],2015-05-27T07:35:23.000+0000
2015-05-27T10:17:51Z,8ea1e6acc0972628aaf7a011e04370fc1cbd87df,SYNCOPE-673,2015-05-27T10:22:38.000+0000,[1.2.2  1.2.3  1.2.4],[1.2.5  2.0.0-M1],2015-05-27T07:35:23.000+0000
2015-05-27T09:58:25Z,f672ce4925667fd80582878bdd55b9b0d644af0d,SYNCOPE-673,2015-05-27T10:22:38.000+0000,[1.2.2  1.2.3  1.2.4],[1.2.5  2.0.0-M1],2015-05-27T07:35:23.000+0000
2015-05-25T15:28:03Z,55d846eee3ded55ac9bcda2aec21b3bb4ce53fcd,SYNCOPE-672,2015-05-25T15:45:03.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-05-25T14:49:40.000+0000
2015-05-25T15:16:09Z,13abc83310e7d204ccc47d39d5d7513392648006,SYNCOPE-672,2015-05-25T15:45:03.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-05-25T14:49:40.000+0000
2015-05-24T17:07:20Z,4cd6f5dc673497b83c56873f007f61e405f40f2a,SYNCOPE-671,2015-05-24T17:08:31.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-05-24T16:17:22.000+0000
2015-05-24T16:27:31Z,4c90ea872d43831e4ee593cb7b39306232b477cf,SYNCOPE-671,2015-05-24T17:08:31.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-05-24T16:17:22.000+0000
2015-05-22T10:24:30Z,22a9e12e5e001de4926deb9052ba28bd98a85d62,SYNCOPE-670,2015-05-22T10:25:05.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-05-21T14:40:41.000+0000
2015-05-22T09:42:16Z,15cca152d4abdfa42fe31a5f00f9c848cf31548b,SYNCOPE-670,2015-05-22T10:25:05.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-05-21T14:40:41.000+0000
2015-05-21T15:09:57Z,d19133ef55221978395a1a933c03a8ba91018f12,SYNCOPE-669,2015-05-22T08:13:54.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-05-21T13:09:43.000+0000
2015-05-21T15:06:00Z,b68778e3482ac4cfae11112d897d8c56333ef4fe,SYNCOPE-669,2015-05-22T08:13:54.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-05-21T13:09:43.000+0000
2015-05-20T10:41:53Z,1d6451b5c4178e7d5a368d10af6df82055d95386,SYNCOPE-668,2015-05-20T12:00:27.000+0000,[1.2.4],[1.2.5  2.0.0-M1],2015-05-19T15:41:31.000+0000
2015-05-04T15:57:09Z,496a02a51547f2ba4a48d54bee7a8a4de48df076,SYNCOPE-664,2015-05-04T15:59:02.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-05-04T14:57:16.000+0000
2015-05-04T15:50:01Z,b81cea711945ea7e5133371d9f06c42c398650b2,SYNCOPE-664,2015-05-04T15:59:02.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-05-04T14:57:16.000+0000
2015-04-16T06:57:17Z,945158788e094be5a0a6b2a25113465b54940999,SYNCOPE-659,2015-04-16T07:03:43.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-04-15T07:57:38.000+0000
2015-04-14T09:46:29Z,5cb056fe994910f5ced31c57e6e14987dbaac795,SYNCOPE-658,2015-04-14T10:10:03.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-04-10T15:02:07.000+0000
2015-04-14T09:21:48Z,3202846298bfd44060f7a417c9102e05cbe81ecf,SYNCOPE-658,2015-04-14T10:10:03.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-04-10T15:02:07.000+0000
2015-04-13T08:01:57Z,6896c460fb3f6149221307fa2c27021141b03ad2,SYNCOPE-658,2015-04-14T10:10:03.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-04-10T15:02:07.000+0000
2015-04-02T07:48:33Z,f76826f6e521aa7ca227fdbe135f3a6771161eab,SYNCOPE-656,2015-04-02T07:49:50.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-04-02T07:34:46.000+0000
2015-04-02T07:44:05Z,aea1c879b78630956d5a54fdb7b0449a2df3fcfc,SYNCOPE-656,2015-04-02T07:49:50.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-04-02T07:34:46.000+0000
2015-03-27T09:52:15Z,35b974c77973c525172db37acd06b1c0fb5982d7,SYNCOPE-655,2015-03-27T10:17:21.000+0000,[1.2.3],[1.2.4],2015-03-27T08:31:16.000+0000
2015-04-15T08:32:26Z,8187e7fbece3e5ecc4e7dbdb6ceace42785c1cbe,SYNCOPE-654,2015-04-14T16:03:44.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-03-26T16:55:18.000+0000
2015-04-15T08:13:15Z,6a343e959303cf9bd1a5121fb7ee85205751309c,SYNCOPE-654,2015-04-14T16:03:44.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-03-26T16:55:18.000+0000
2015-04-14T15:56:28Z,adc2f7f5229d716e282b71ad3f6d987dc9f32423,SYNCOPE-654,2015-04-14T16:03:44.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-03-26T16:55:18.000+0000
2015-04-14T15:53:27Z,d2cc18c3518a534499c0b6737f096df251f976ab,SYNCOPE-654,2015-04-14T16:03:44.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-03-26T16:55:18.000+0000
2015-04-14T14:33:45Z,c040d9e4e475ed6741aa6575bca0b94acfc5ae88,SYNCOPE-654,2015-04-14T16:03:44.000+0000,[1.2.3],[1.2.4  2.0.0-M1],2015-03-26T16:55:18.000+0000
2015-02-24T13:06:46Z,9f6dc6c28eb79839d62948055074789c925cc03a,SYNCOPE-647,2015-02-24T13:07:59.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-23T17:28:50.000+0000
2015-02-24T08:38:14Z,c1e6b586445237da5e2e1eb75f2f12c0c591e852,SYNCOPE-647,2015-02-24T13:07:59.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-23T17:28:50.000+0000
2015-02-18T13:56:53Z,4b8b58b867572dbadf2240e337e62f7a6ce9f554,SYNCOPE-644,2015-02-18T14:06:16.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-18T10:29:04.000+0000
2015-02-18T13:09:48Z,2f7fc8993042ee816eb5d24fbb29d7ab7de7091a,SYNCOPE-644,2015-02-18T14:06:16.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-18T10:29:04.000+0000
2015-02-16T13:55:52Z,c981971c97e06bbdbb83584585650b34eebe5f36,SYNCOPE-643,2015-02-16T13:59:30.000+0000,[1.1.8  1.2.2],[1.1.9  1.2.3  2.0.0-M1],2015-02-16T08:54:09.000+0000
2015-02-16T13:54:12Z,d01ed120bbf99c92bdbeece7986ccf466785f5de,SYNCOPE-643,2015-02-16T13:59:30.000+0000,[1.1.8  1.2.2],[1.1.9  1.2.3  2.0.0-M1],2015-02-16T08:54:09.000+0000
2015-02-13T15:12:15Z,8671ee51e7ab2abe77208725c8cadca936f3ea18,SYNCOPE-641,2015-02-13T15:12:46.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-13T13:48:46.000+0000
2015-02-13T15:11:09Z,223c0cda4ad43581860df1a892de1d2191222856,SYNCOPE-641,2015-02-13T15:12:46.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-13T13:48:46.000+0000
2015-02-13T15:03:36Z,ce43e69504e23ce9d73f907a9944671d8b5bb6f0,SYNCOPE-641,2015-02-13T15:12:46.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-13T13:48:46.000+0000
2015-02-13T14:45:21Z,0a1b3e90e0035baaf1eb37e9ab36d6cf0f548eff,SYNCOPE-641,2015-02-13T15:12:46.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-13T13:48:46.000+0000
2015-02-13T14:41:20Z,7321d79015e036b8bb5829eb33ac6a9f5be5c723,SYNCOPE-641,2015-02-13T15:12:46.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-13T13:48:46.000+0000
2015-02-13T15:23:31Z,21ada50208145c4561978dfdaf82158a6ad2b793,SYNCOPE-639,2015-02-13T15:24:04.000+0000,[1.2.1],[1.2.3  2.0.0-M1],2015-02-13T09:06:59.000+0000
2015-02-13T15:19:55Z,070c0770d814517e1c8ed772d98797b24de3fcd9,SYNCOPE-639,2015-02-13T15:24:04.000+0000,[1.2.1],[1.2.3  2.0.0-M1],2015-02-13T09:06:59.000+0000
2015-02-16T13:43:39Z,4dc90d7d06722ad5651293178a0eb8eb613be489,SYNCOPE-638,2015-02-13T14:21:37.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-13T08:23:30.000+0000
2015-02-13T14:20:19Z,4e35b35f484b126b55cf1c2a703969d0a6544fbf,SYNCOPE-638,2015-02-13T14:21:37.000+0000,[1.2.2],[1.2.3  2.0.0-M1],2015-02-13T08:23:30.000+0000
2015-01-29T16:15:41Z,3237d26dfcba2b8d00d6b7d71b47853207ed5270,SYNCOPE-632,2015-01-29T16:52:02.000+0000,[1.2.1],[1.2.2  2.0.0-M1],2015-01-28T10:53:05.000+0000
2015-01-21T05:54:34Z,4efca7c3ec3973ab4b774a1f43e4403daf3354b7,SYNCOPE-629,2015-01-21T09:41:45.000+0000,[1.2.1  2.0.0-M1],[1.2.2  2.0.0-M1],2015-01-20T11:46:26.000+0000
2015-01-20T16:29:09Z,7b1c5ebeb85c2b27aaf1177e931431fa1da68be0,SYNCOPE-629,2015-01-21T09:41:45.000+0000,[1.2.1  2.0.0-M1],[1.2.2  2.0.0-M1],2015-01-20T11:46:26.000+0000
2015-01-05T10:07:36Z,069b56f92aee2cfc79c326993ac8bf894bb07b04,SYNCOPE-625,2015-01-05T10:11:13.000+0000,[],[1.2.2  2.0.0-M1],2014-12-28T14:03:35.000+0000
